file_name,classes,record,doi
C202109132N00006F01.jpg,coin,C-202109132-N00006,https://doi.org/10.71928/C-202109132-N00006
C202109132N00011F01.jpg,mount,C-202109132-N00011,https://doi.org/10.71928/C-202109132-N00011
C202109132N00014F01.jpg,arrow/arrowhead,C-202109132-N00014,https://doi.org/10.71928/C-202109132-N00014
C202109132N00019F01.jpg,mount,C-202109132-N00019,https://doi.org/10.71928/C-202109132-N00019
C202109132N00020F01.jpg,buckle,C-202109132-N00020,https://doi.org/10.71928/C-202109132-N00020
C202109132N00021F01.jpg,circle/ring,C-202109132-N00021,https://doi.org/10.71928/C-202109132-N00021
C202109132N00022F01.jpg,circle/ring,C-202109132-N00022,https://doi.org/10.71928/C-202109132-N00022
C202109132N00024F01.jpg,clothing pin,C-202109132-N00024,https://doi.org/10.71928/C-202109132-N00024
C202109132N00049F01.jpg,bracelet,C-202109132-N00049,https://doi.org/10.71928/C-202109132-N00049
C202109132N00050F02.jpg,mount,C-202109132-N00050,https://doi.org/10.71928/C-202109132-N00050
C202109132N00072F01.jpg,mount,C-202109132-N00072,https://doi.org/10.71928/C-202109132-N00072
C202109132N00073F01.jpg,mount,C-202109132-N00073,https://doi.org/10.71928/C-202109132-N00073
C202109132N00078F01.jpg,arrow/arrowhead,C-202109132-N00078,https://doi.org/10.71928/C-202109132-N00078
C202109132N00081F01.jpg,pendant,C-202109132-N00081,https://doi.org/10.71928/C-202109132-N00081
C202109132N00084F02.jpg,mount,C-202109132-N00084,https://doi.org/10.71928/C-202109132-N00084
C202109132N00094F01.jpg,clothing pin,C-202109132-N00094,https://doi.org/10.71928/C-202109132-N00094
C202109132N00096F01.jpg,circle/ring,C-202109132-N00096,https://doi.org/10.71928/C-202109132-N00096
C202109132N00097F01.jpg,circle/ring,C-202109132-N00097,https://doi.org/10.71928/C-202109132-N00097
C202109132N00099F01.jpg,bracelet,C-202109132-N00099,https://doi.org/10.71928/C-202109132-N00099
C202109132N00100F02.jpg,fibula,C-202109132-N00100,https://doi.org/10.71928/C-202109132-N00100
C202109132N00104F01.jpg,circle/ring,C-202109132-N00104,https://doi.org/10.71928/C-202109132-N00104
C202109132N00105F01.jpg,circle/ring,C-202109132-N00105,https://doi.org/10.71928/C-202109132-N00105
C202109132N00106F01.jpg,mount,C-202109132-N00106,https://doi.org/10.71928/C-202109132-N00106
C202109132N00107F01.jpg,circle/ring,C-202109132-N00107,https://doi.org/10.71928/C-202109132-N00107
C202109132N00109F01.jpg,circle/ring,C-202109132-N00109,https://doi.org/10.71928/C-202109132-N00109
C202109132N00115F01.jpg,circle/ring,C-202109132-N00115,https://doi.org/10.71928/C-202109132-N00115
C202109132N00120F01.jpg,clothing pin,C-202109132-N00120,https://doi.org/10.71928/C-202109132-N00120
C202109132N00121F01.jpg,buckle,C-202109132-N00121,https://doi.org/10.71928/C-202109132-N00121
C202109132N00132F01.jpg,circle/ring,C-202109132-N00132,https://doi.org/10.71928/C-202109132-N00132
C202109132N00134F02.jpg,mount,C-202109132-N00134,https://doi.org/10.71928/C-202109132-N00134
C202109132N00140F01.jpg,circle/ring,C-202109132-N00140,https://doi.org/10.71928/C-202109132-N00140
C202109132N00148F02.jpg,pendant,C-202109132-N00148,https://doi.org/10.71928/C-202109132-N00148
C202109132N00154F01.jpg,buckle,C-202109132-N00154,https://doi.org/10.71928/C-202109132-N00154
C202109132N00157F01.jpg,buckle,C-202109132-N00157,https://doi.org/10.71928/C-202109132-N00157
C202109132N00160F01.jpg,fibula,C-202109132-N00160,https://doi.org/10.71928/C-202109132-N00160
C202109132N00171F01.jpg,fibula,C-202109132-N00171,https://doi.org/10.71928/C-202109132-N00171
C202109132N00172F01.jpg,fibula,C-202109132-N00172,https://doi.org/10.71928/C-202109132-N00172
C202109132N00173F01.jpg,mount,C-202109132-N00173,https://doi.org/10.71928/C-202109132-N00173
C202109132N00175F01.jpg,circle/ring,C-202109132-N00175,https://doi.org/10.71928/C-202109132-N00175
C202109132N00179F01.jpg,circle/ring,C-202109132-N00179,https://doi.org/10.71928/C-202109132-N00179
C202109132N00186F01.jpg,circle/ring,C-202109132-N00186,https://doi.org/10.71928/C-202109132-N00186
C202109132N00194F01.jpg,pendant,C-202109132-N00194,https://doi.org/10.71928/C-202109132-N00194
C202109132N00196F01.jpg,mount,C-202109132-N00196,https://doi.org/10.71928/C-202109132-N00196
C202109132N00197F02.jpg,mount,C-202109132-N00197,https://doi.org/10.71928/C-202109132-N00197
C202109132N00204F02.jpg,mount,C-202109132-N00204,https://doi.org/10.71928/C-202109132-N00204
C202109132N00205F01.jpg,bracelet,C-202109132-N00205,https://doi.org/10.71928/C-202109132-N00205
C202109132N00205F02.jpg,bracelet,C-202109132-N00205,https://doi.org/10.71928/C-202109132-N00205
C202109132N00217F02.jpg,buckle,C-202109132-N00217,https://doi.org/10.71928/C-202109132-N00217
C202109132N00219F01.jpg,mount,C-202109132-N00219,https://doi.org/10.71928/C-202109132-N00219
C202109132N00225F01.jpg,circle/ring,C-202109132-N00225,https://doi.org/10.71928/C-202109132-N00225
C202109132N00227F01.jpg,mount,C-202109132-N00227,https://doi.org/10.71928/C-202109132-N00227
C202109132N00229F03.jpg,circle/ring,C-202109132-N00229,https://doi.org/10.71928/C-202109132-N00229
C202109132N00232F01.jpg,circle/ring,C-202109132-N00232,https://doi.org/10.71928/C-202109132-N00232
C202109132N00241F01.jpg,mount,C-202109132-N00241,https://doi.org/10.71928/C-202109132-N00241
C202109132N00245F01.jpg,circle/ring,C-202109132-N00245,https://doi.org/10.71928/C-202109132-N00245
C202109132N00247F01.jpg,circle/ring,C-202109132-N00247,https://doi.org/10.71928/C-202109132-N00247
C202109132N00248F02.jpg,pendant,C-202109132-N00248,https://doi.org/10.71928/C-202109132-N00248
C202109132N00252F02.jpg,mount,C-202109132-N00252,https://doi.org/10.71928/C-202109132-N00252
C202109132N00255F03.jpg,fibula,C-202109132-N00255,https://doi.org/10.71928/C-202109132-N00255
C202109132N00256F01.jpg,bracelet,C-202109132-N00256,https://doi.org/10.71928/C-202109132-N00256
C202109132N00275F01.jpg,circle/ring,C-202109132-N00275,https://doi.org/10.71928/C-202109132-N00275
C202109132N00280F01.jpg,buckle,C-202109132-N00280,https://doi.org/10.71928/C-202109132-N00280
C202109132N00281F01.jpg,mount,C-202109132-N00281,https://doi.org/10.71928/C-202109132-N00281
C202109132N00283F01.jpg,circle/ring,C-202109132-N00283,https://doi.org/10.71928/C-202109132-N00283
C202109132N00287F01.jpg,circle/ring,C-202109132-N00287,https://doi.org/10.71928/C-202109132-N00287
C202109132N00288F01.jpg,bracelet,C-202109132-N00288,https://doi.org/10.71928/C-202109132-N00288
C202109132N00292F01.jpg,circle/ring,C-202109132-N00292,https://doi.org/10.71928/C-202109132-N00292
C202109132N00294F01.jpg,circle/ring,C-202109132-N00294,https://doi.org/10.71928/C-202109132-N00294
C202109132N00295F01.jpg,pendant,C-202109132-N00295,https://doi.org/10.71928/C-202109132-N00295
C202109132N00300F01.jpg,circle/ring,C-202109132-N00300,https://doi.org/10.71928/C-202109132-N00300
C202109132N00318F01.jpg,circle/ring,C-202109132-N00318,https://doi.org/10.71928/C-202109132-N00318
C202109132N00319F02.jpg,mount,C-202109132-N00319,https://doi.org/10.71928/C-202109132-N00319
C202109132N00320F02.jpg,mount,C-202109132-N00320,https://doi.org/10.71928/C-202109132-N00320
C202109132N00321F02.jpg,mount,C-202109132-N00321,https://doi.org/10.71928/C-202109132-N00321
C202109132N00327F01.jpg,buckle,C-202109132-N00327,https://doi.org/10.71928/C-202109132-N00327
C202109132N00328F01.jpg,circle/ring,C-202109132-N00328,https://doi.org/10.71928/C-202109132-N00328
C202109132N00330F01.jpg,bracelet,C-202109132-N00330,https://doi.org/10.71928/C-202109132-N00330
C202109132N00334F01.jpg,buckle,C-202109132-N00334,https://doi.org/10.71928/C-202109132-N00334
C202109132N00342F01.jpg,mount,C-202109132-N00342,https://doi.org/10.71928/C-202109132-N00342
C202109132N00344F01.jpg,pendant,C-202109132-N00344,https://doi.org/10.71928/C-202109132-N00344
C202109132N00350F02.jpg,coin,C-202109132-N00350,https://doi.org/10.71928/C-202109132-N00350
C202109132N00356F01.jpg,circle/ring,C-202109132-N00356,https://doi.org/10.71928/C-202109132-N00356
C202109132N00358F01.jpg,fibula,C-202109132-N00358,https://doi.org/10.71928/C-202109132-N00358
C202109132N00367F02.jpg,mount,C-202109132-N00367,https://doi.org/10.71928/C-202109132-N00367
C202109132N00369F01.jpg,pendant,C-202109132-N00369,https://doi.org/10.71928/C-202109132-N00369
C202109132N00373F01.jpg,mount,C-202109132-N00373,https://doi.org/10.71928/C-202109132-N00373
C202109132N00374F01.jpg,mount,C-202109132-N00374,https://doi.org/10.71928/C-202109132-N00374
C202109132N00376F01.jpg,pendant,C-202109132-N00376,https://doi.org/10.71928/C-202109132-N00376
C202109132N00383F01.jpg,circle/ring,C-202109132-N00383,https://doi.org/10.71928/C-202109132-N00383
C202109132N00385F02.jpg,mount,C-202109132-N00385,https://doi.org/10.71928/C-202109132-N00385
C202109132N00386F01.jpg,circle/ring,C-202109132-N00386,https://doi.org/10.71928/C-202109132-N00386
C202109132N00392F02.jpg,mount,C-202109132-N00392,https://doi.org/10.71928/C-202109132-N00392
C202109132N00404F02.jpg,fibula,C-202109132-N00404,https://doi.org/10.71928/C-202109132-N00404
C202109132N00409F02.jpg,fibula,C-202109132-N00409,https://doi.org/10.71928/C-202109132-N00409
C202109132N00412F01.jpg,circle/ring,C-202109132-N00412,https://doi.org/10.71928/C-202109132-N00412
C202109132N00416F01.jpg,circle/ring,C-202109132-N00416,https://doi.org/10.71928/C-202109132-N00416
C202109132N00421F01.jpg,circle/ring,C-202109132-N00421,https://doi.org/10.71928/C-202109132-N00421
C202109132N00422F01.jpg,circle/ring,C-202109132-N00422,https://doi.org/10.71928/C-202109132-N00422
C202109132N00423F02.jpg,fibula,C-202109132-N00423,https://doi.org/10.71928/C-202109132-N00423
C202109132N00424F01.jpg,circle/ring,C-202109132-N00424,https://doi.org/10.71928/C-202109132-N00424
C202109132N00425F02.jpg,mount,C-202109132-N00425,https://doi.org/10.71928/C-202109132-N00425
C202109132N00426F01.jpg,fibula,C-202109132-N00426,https://doi.org/10.71928/C-202109132-N00426
C202109132N00428F02.jpg,mount,C-202109132-N00428,https://doi.org/10.71928/C-202109132-N00428
C202109132N00429F01.jpg,mount,C-202109132-N00429,https://doi.org/10.71928/C-202109132-N00429
C202109132N00436F01.jpg,mount,C-202109132-N00436,https://doi.org/10.71928/C-202109132-N00436
C202109132N00444F01.jpg,circle/ring,C-202109132-N00444,https://doi.org/10.71928/C-202109132-N00444
C202109132N00448F02.jpg,pendant,C-202109132-N00448,https://doi.org/10.71928/C-202109132-N00448
C202109132N00453F01.jpg,circle/ring,C-202109132-N00453,https://doi.org/10.71928/C-202109132-N00453
C202109132N00454F01.jpg,mount,C-202109132-N00454,https://doi.org/10.71928/C-202109132-N00454
C202109132N00455F01.jpg,fibula,C-202109132-N00455,https://doi.org/10.71928/C-202109132-N00455
C202109132N00459F02.jpg,mount,C-202109132-N00459,https://doi.org/10.71928/C-202109132-N00459
C202109132N00463F01.jpg,mount,C-202109132-N00463,https://doi.org/10.71928/C-202109132-N00463
C202109132N00465F01.jpg,arrow/arrowhead,C-202109132-N00465,https://doi.org/10.71928/C-202109132-N00465
C202109132N00470F01.jpg,sickle,C-202109132-N00470,https://doi.org/10.71928/C-202109132-N00470
C202109132N00480F01.jpg,fibula,C-202109132-N00480,https://doi.org/10.71928/C-202109132-N00480
C202109132N00481F01.jpg,arrow/arrowhead,C-202109132-N00481,https://doi.org/10.71928/C-202109132-N00481
C202109132N00482F01.jpg,bracelet,C-202109132-N00482,https://doi.org/10.71928/C-202109132-N00482
C202109132N00493F02.jpg,coin,C-202109132-N00493,https://doi.org/10.71928/C-202109132-N00493
C202109132N00502F01.jpg,mount,C-202109132-N00502,https://doi.org/10.71928/C-202109132-N00502
C202109132N00512F01.jpg,mount,C-202109132-N00512,https://doi.org/10.71928/C-202109132-N00512
C202109132N00519F01.jpg,mount,C-202109132-N00519,https://doi.org/10.71928/C-202109132-N00519
C202109132N00533F02.jpg,coin,C-202109132-N00533,https://doi.org/10.71928/C-202109132-N00533
C202109132N00535F01.jpg,mount,C-202109132-N00535,https://doi.org/10.71928/C-202109132-N00535
C202109132N00542F01.jpg,arrow/arrowhead,C-202109132-N00542,https://doi.org/10.71928/C-202109132-N00542
C202109132N00555F01.jpg,coin,C-202109132-N00555,https://doi.org/10.71928/C-202109132-N00555
C202109132N00558F01.jpg,buckle,C-202109132-N00558,https://doi.org/10.71928/C-202109132-N00558
C202109132N00559F03.jpg,coin,C-202109132-N00559,https://doi.org/10.71928/C-202109132-N00559
C202109132N00567F01.jpg,circle/ring,C-202109132-N00567,https://doi.org/10.71928/C-202109132-N00567
C202109132N00571F01.jpg,fibula,C-202109132-N00571,https://doi.org/10.71928/C-202109132-N00571
C202109132N00576F01.jpg,buckle,C-202109132-N00576,https://doi.org/10.71928/C-202109132-N00576
C202109132N00577F01.jpg,fibula,C-202109132-N00577,https://doi.org/10.71928/C-202109132-N00577
C202109132N00579F02.jpg,mount,C-202109132-N00579,https://doi.org/10.71928/C-202109132-N00579
C202109132N00586F01.jpg,mount,C-202109132-N00586,https://doi.org/10.71928/C-202109132-N00586
C202109132N00591F01.jpg,circle/ring,C-202109132-N00591,https://doi.org/10.71928/C-202109132-N00591
C202109132N00607F01.jpg,circle/ring,C-202109132-N00607,https://doi.org/10.71928/C-202109132-N00607
C202109132N00610F01.jpg,coin,C-202109132-N00610,https://doi.org/10.71928/C-202109132-N00610
C202109132N00611F01.jpg,mount,C-202109132-N00611,https://doi.org/10.71928/C-202109132-N00611
C202109132N00612F02.jpg,fibula,C-202109132-N00612,https://doi.org/10.71928/C-202109132-N00612
C202109132N00614F02.jpg,fibula,C-202109132-N00614,https://doi.org/10.71928/C-202109132-N00614
C202109132N00617F03.jpg,fibula,C-202109132-N00617,https://doi.org/10.71928/C-202109132-N00617
C202109132N00621F01.jpg,mount,C-202109132-N00621,https://doi.org/10.71928/C-202109132-N00621
C202109132N00622F01.jpg,buckle,C-202109132-N00622,https://doi.org/10.71928/C-202109132-N00622
C202109132N00627F01.jpg,mount,C-202109132-N00627,https://doi.org/10.71928/C-202109132-N00627
C202109132N00628F01.jpg,mount,C-202109132-N00628,https://doi.org/10.71928/C-202109132-N00628
C202109132N00634F01.jpg,mount,C-202109132-N00634,https://doi.org/10.71928/C-202109132-N00634
C202109132N00638F03.jpg,coin,C-202109132-N00638,https://doi.org/10.71928/C-202109132-N00638
C202109132N00640F04.jpg,coin,C-202109132-N00640,https://doi.org/10.71928/C-202109132-N00640
C202109132N00657F01.jpg,mount,C-202109132-N00657,https://doi.org/10.71928/C-202109132-N00657
C202109132N00667F01.jpg,circle/ring,C-202109132-N00667,https://doi.org/10.71928/C-202109132-N00667
C202109132N00670F01.jpg,bracelet,C-202109132-N00670,https://doi.org/10.71928/C-202109132-N00670
C202109132N00675F01.jpg,bracelet,C-202109132-N00675,https://doi.org/10.71928/C-202109132-N00675
C202109132N00681F01.jpg,circle/ring,C-202109132-N00681,https://doi.org/10.71928/C-202109132-N00681
C202109132N00687F01.jpg,clothing pin,C-202109132-N00687,https://doi.org/10.71928/C-202109132-N00687
C202109132N00691F01.jpg,circle/ring,C-202109132-N00691,https://doi.org/10.71928/C-202109132-N00691
C202109132N00706F01.jpg,circle/ring,C-202109132-N00706,https://doi.org/10.71928/C-202109132-N00706
C202109132N00713F01.jpg,mount,C-202109132-N00713,https://doi.org/10.71928/C-202109132-N00713
C202109132N00714F01.jpg,buckle,C-202109132-N00714,https://doi.org/10.71928/C-202109132-N00714
C202109132N00718F01.jpg,bracelet,C-202109132-N00718,https://doi.org/10.71928/C-202109132-N00718
C202109132N00732F01.jpg,mount,C-202109132-N00732,https://doi.org/10.71928/C-202109132-N00732
C202109132N00733F01.jpg,circle/ring,C-202109132-N00733,https://doi.org/10.71928/C-202109132-N00733
C202109132N00734F01.jpg,buckle,C-202109132-N00734,https://doi.org/10.71928/C-202109132-N00734
C202109132N00738F01.jpg,circle/ring,C-202109132-N00738,https://doi.org/10.71928/C-202109132-N00738
C202109175N00004F01.jpg,circle/ring,C-202109175-N00004,https://doi.org/10.71928/C-202109175-N00004
C202109175N00005F01.jpg,mount,C-202109175-N00005,https://doi.org/10.71928/C-202109175-N00005
C202109175N00006F01.jpg,bracelet,C-202109175-N00006,https://doi.org/10.71928/C-202109175-N00006
C202109175N00009F01.jpg,circle/ring,C-202109175-N00009,https://doi.org/10.71928/C-202109175-N00009
C202109175N00010F01.jpg,circle/ring,C-202109175-N00010,https://doi.org/10.71928/C-202109175-N00010
C202109175N00019F01.jpg,coin,C-202109175-N00019,https://doi.org/10.71928/C-202109175-N00019
C202109175N00020F01.jpg,circle/ring,C-202109175-N00020,https://doi.org/10.71928/C-202109175-N00020
C202109175N00025F01.jpg,bracelet,C-202109175-N00025,https://doi.org/10.71928/C-202109175-N00025
C202109175N00026F01.jpg,bracelet,C-202109175-N00026,https://doi.org/10.71928/C-202109175-N00026
C202109175N00030F01.jpg,fibula,C-202109175-N00030,https://doi.org/10.71928/C-202109175-N00030
C202109175N00040F02.jpg,bracelet,C-202109175-N00040,https://doi.org/10.71928/C-202109175-N00040
C202109175N00047F01.jpg,clothing pin,C-202109175-N00047,https://doi.org/10.71928/C-202109175-N00047
C202109175N00050F01.jpg,bracelet,C-202109175-N00050,https://doi.org/10.71928/C-202109175-N00050
C202109175N00052F01.jpg,buckle,C-202109175-N00052,https://doi.org/10.71928/C-202109175-N00052
C202109175N00054F01.jpg,pendant,C-202109175-N00054,https://doi.org/10.71928/C-202109175-N00054
C202109175N00059F01.jpg,mount,C-202109175-N00059,https://doi.org/10.71928/C-202109175-N00059
C202109175N00064F01.jpg,bracelet,C-202109175-N00064,https://doi.org/10.71928/C-202109175-N00064
C202109175N00071F02.jpg,coin,C-202109175-N00071,https://doi.org/10.71928/C-202109175-N00071
C202109175N00072F01.jpg,fibula,C-202109175-N00072,https://doi.org/10.71928/C-202109175-N00072
C202109175N00075F01.jpg,circle/ring,C-202109175-N00075,https://doi.org/10.71928/C-202109175-N00075
C202109175N00078F01.jpg,mount,C-202109175-N00078,https://doi.org/10.71928/C-202109175-N00078
C202109175N00080F01.jpg,circle/ring,C-202109175-N00080,https://doi.org/10.71928/C-202109175-N00080
C202109175N00083F02.jpg,bracelet,C-202109175-N00083,https://doi.org/10.71928/C-202109175-N00083
C202109175N00084F01.jpg,bracelet,C-202109175-N00084,https://doi.org/10.71928/C-202109175-N00084
C202109175N00084F02.jpg,bracelet,C-202109175-N00084,https://doi.org/10.71928/C-202109175-N00084
C202109175N00085F01.jpg,mount,C-202109175-N00085,https://doi.org/10.71928/C-202109175-N00085
C202109175N00086F01.jpg,pendant,C-202109175-N00086,https://doi.org/10.71928/C-202109175-N00086
C202109175N00089F02.jpg,bracelet,C-202109175-N00089,https://doi.org/10.71928/C-202109175-N00089
C202109175N00090F01.jpg,bracelet,C-202109175-N00090,https://doi.org/10.71928/C-202109175-N00090
C202111632N00004F01.jpg,pendant,C-202111632-N00004,https://doi.org/10.71928/C-202111632-N00004
C202111632N00005F01.jpg,fibula,C-202111632-N00005,https://doi.org/10.71928/C-202111632-N00005
C202111632N00008F01.jpg,bracelet,C-202111632-N00008,https://doi.org/10.71928/C-202111632-N00008
C202111632N00011F01.jpg,pendant,C-202111632-N00011,https://doi.org/10.71928/C-202111632-N00011
C202111632N00042F01.jpg,buckle,C-202111632-N00042,https://doi.org/10.71928/C-202111632-N00042
C202111632N00043F01.jpg,buckle,C-202111632-N00043,https://doi.org/10.71928/C-202111632-N00043
C202111632N00050F01.jpg,mount,C-202111632-N00050,https://doi.org/10.71928/C-202111632-N00050
C202111632N00053F01.jpg,pendant,C-202111632-N00053,https://doi.org/10.71928/C-202111632-N00053
C202111632N00056F01.jpg,mount,C-202111632-N00056,https://doi.org/10.71928/C-202111632-N00056
C202111632N00057F01.jpg,mount,C-202111632-N00057,https://doi.org/10.71928/C-202111632-N00057
C202111632N00058F01.jpg,buckle,C-202111632-N00058,https://doi.org/10.71928/C-202111632-N00058
C202111632N00060F01.jpg,clothing pin,C-202111632-N00060,https://doi.org/10.71928/C-202111632-N00060
C202111632N00061F01.jpg,clothing pin,C-202111632-N00061,https://doi.org/10.71928/C-202111632-N00061
C202111632N00062F01.jpg,pendant,C-202111632-N00062,https://doi.org/10.71928/C-202111632-N00062
C202111632N00064F02.jpg,buckle,C-202111632-N00064,https://doi.org/10.71928/C-202111632-N00064
C202111632N00066F01.jpg,buckle,C-202111632-N00066,https://doi.org/10.71928/C-202111632-N00066
C202111632N00067F01.jpg,buckle,C-202111632-N00067,https://doi.org/10.71928/C-202111632-N00067
C202111632N00068F01.jpg,buckle,C-202111632-N00068,https://doi.org/10.71928/C-202111632-N00068
C202111632N00069F01.jpg,buckle,C-202111632-N00069,https://doi.org/10.71928/C-202111632-N00069
C202111632N00069F02.jpg,buckle,C-202111632-N00069,https://doi.org/10.71928/C-202111632-N00069
C202111632N00070F01.jpg,buckle,C-202111632-N00070,https://doi.org/10.71928/C-202111632-N00070
C202111632N00073F01.jpg,buckle,C-202111632-N00073,https://doi.org/10.71928/C-202111632-N00073
C202111632N00076F01.jpg,buckle,C-202111632-N00076,https://doi.org/10.71928/C-202111632-N00076
C202111632N00080F01.jpg,mount,C-202111632-N00080,https://doi.org/10.71928/C-202111632-N00080
C202111632N00082F01.jpg,buckle,C-202111632-N00082,https://doi.org/10.71928/C-202111632-N00082
C202111632N00085F02.jpg,mount,C-202111632-N00085,https://doi.org/10.71928/C-202111632-N00085
C202111632N00096F01.jpg,mount,C-202111632-N00096,https://doi.org/10.71928/C-202111632-N00096
C202111632N00098F01.jpg,pendant,C-202111632-N00098,https://doi.org/10.71928/C-202111632-N00098
C202111632N00109F01.jpg,sickle,C-202111632-N00109,https://doi.org/10.71928/C-202111632-N00109
C202111632N00113F02.jpg,buckle,C-202111632-N00113,https://doi.org/10.71928/C-202111632-N00113
C202111632N00115F01.jpg,buckle,C-202111632-N00115,https://doi.org/10.71928/C-202111632-N00115
C202111632N00125F01.jpg,buckle,C-202111632-N00125,https://doi.org/10.71928/C-202111632-N00125
C202111632N00136F02.jpg,buckle,C-202111632-N00136,https://doi.org/10.71928/C-202111632-N00136
C202111632N00137F01.jpg,buckle,C-202111632-N00137,https://doi.org/10.71928/C-202111632-N00137
C202111632N00139F01.jpg,buckle,C-202111632-N00139,https://doi.org/10.71928/C-202111632-N00139
C202111632N00156F01.jpg,pendant,C-202111632-N00156,https://doi.org/10.71928/C-202111632-N00156
C202111632N00159F01.jpg,buckle,C-202111632-N00159,https://doi.org/10.71928/C-202111632-N00159
C202111632N00161F01.jpg,pendant,C-202111632-N00161,https://doi.org/10.71928/C-202111632-N00161
C202111632N00189F01.jpg,coin,C-202111632-N00189,https://doi.org/10.71928/C-202111632-N00189
C202111632N00194F01.jpg,buckle,C-202111632-N00194,https://doi.org/10.71928/C-202111632-N00194
C202111632N00198F01.jpg,coin,C-202111632-N00198,https://doi.org/10.71928/C-202111632-N00198
C202111632N00199F01.jpg,pendant,C-202111632-N00199,https://doi.org/10.71928/C-202111632-N00199
C202111632N00209F01.jpg,clothing pin,C-202111632-N00209,https://doi.org/10.71928/C-202111632-N00209
C202111632N00213F01.jpg,pendant,C-202111632-N00213,https://doi.org/10.71928/C-202111632-N00213
C202111632N00215F02.jpg,clothing pin,C-202111632-N00215,https://doi.org/10.71928/C-202111632-N00215
C202111632N00223F01.jpg,mount,C-202111632-N00223,https://doi.org/10.71928/C-202111632-N00223
C202204925N00003F01.jpg,arrow/arrowhead,C-202204925-N00003,https://doi.org/10.71928/C-202204925-N00003
C202204925N00005F01.jpg,arrow/arrowhead,C-202204925-N00005,https://doi.org/10.71928/C-202204925-N00005
C202204925N00009F02.jpg,arrow/arrowhead,C-202204925-N00009,https://doi.org/10.71928/C-202204925-N00009
C202204925N00014F01.jpg,arrow/arrowhead,C-202204925-N00014,https://doi.org/10.71928/C-202204925-N00014
C202204925N00016F01.jpg,mount,C-202204925-N00016,https://doi.org/10.71928/C-202204925-N00016
C202204925N00020F01.jpg,arrow/arrowhead,C-202204925-N00020,https://doi.org/10.71928/C-202204925-N00020
C202204925N00024F01.jpg,arrow/arrowhead,C-202204925-N00024,https://doi.org/10.71928/C-202204925-N00024
C202204925N00033F02.jpg,arrow/arrowhead,C-202204925-N00033,https://doi.org/10.71928/C-202204925-N00033
C202204925N00034F02.jpg,arrow/arrowhead,C-202204925-N00034,https://doi.org/10.71928/C-202204925-N00034
C202204925N00038F01.jpg,clothing pin,C-202204925-N00038,https://doi.org/10.71928/C-202204925-N00038
